	SP1	SP2	SP3	SP4	SP5	SP6	SP7	SP8	SP9	SP10	SP11	SP12	SP13	SP14	SP15
MCA_RS04150	10512	5186	13070	2699	6764	8091	6706	6049	9845	8724	9938	11656	7578	17965	8777
MCA_RS04155	162	156	855	92	0	233	398	214	265	396	409	854	478	458	483
MCA_RS04160	1635	681	1743	266	599	754	1083	703	1493	579	1265	1477	903	2066	920
MCA_RS04165	288	54	290	78	65	149	415	210	233	238	308	107	56	477	205
MCA_RS04170	870	275	1586	187	711	828	1398	521	1059	1640	1344	2221	544	2214	1508
MCA_RS04175	10521	3762	7982	1213	2005	3101	5937	5245	8124	6761	9463	7320	4885	10388	7905
MCA_RS04180	16813	5666	17982	5460	15308	9714	14872	10585	16046	15990	12344	15703	10164	27773	16159
MCA_RS16220	49	0	110	0	0	94	76	0	0	76	278	0	0	0	227
MCA_RS04185	5086	1575	4743	832	2442	3034	3073	1004	5208	4074	4631	4053	3124	8819	4535
MCA_RS04190	12286	5119	15421	3241	6701	8705	7457	8069	10376	10785	10041	12053	8974	21229	12110
MCA_RS04195	5919	2101	6125	1560	4121	4981	3496	2023	7035	4936	5222	5292	4518	10909	5161
MCA_RS04200	22101	8313	21927	3516	8963	13784	15104	9337	16586	14709	18903	15027	11738	29786	18369
MCA_RS04205	1990	804	2480	1088	1137	1216	2585	1520	743	1931	2873	1821	1217	3910	1315
MCA_RS04210	14831	5536	13771	4192	9577	11564	9222	8342	11830	12869	15995	12466	9800	30567	15675
MCA_RS04215	1229	243	1151	162	880	531	892	159	517	1135	1552	721	715	1510	902
MCA_RS04220	2714	689	2318	835	521	1468	1456	1857	3031	1855	2499	2189	1462	3610	2034
MCA_RS15600	466	72	68	0	212	0	231	76	0	0	171	90	38	345	81
MCA_RS04225	7926	3943	9697	1869	3392	5512	5391	4334	6484	6594	9521	4209	3618	11272	3579
MCA_RS04230	21477	8111	19071	6427	10084	11997	11771	10972	16023	15536	18270	11272	10219	25552	14791
MCA_RS04235	16443	6763	17559	5012	9916	9028	10734	7625	15638	11780	12280	13601	7471	19108	13446
MCA_RS04240	4326	1795	4611	694	1843	1774	2083	1702	2365	2469	3296	2511	2096	4885	3076
MCA_RS04245	21789	6131	16440	2271	5891	6015	9146	10381	13229	10526	15919	10967	7343	21076	11720
MCA_RS04250	3954	1368	5632	994	1683	3150	2385	2063	3723	3720	4256	3283	2924	8230	4429
MCA_RS04255	2874	462	2644	589	1019	1034	1838	878	2452	1883	2366	1772	1557	4090	2345
MCA_RS04260	3906	1064	2950	546	547	1254	2203	2154	1862	1767	3735	2250	1252	3768	2163
MCA_RS04265	4122	1897	3418	709	1455	1268	2488	2346	3624	3294	5382	2170	2136	5080	3956
MCA_RS04270	2167	654	1592	794	212	1319	1357	683	576	1450	1176	1236	1019	2297	1771
MCA_RS04275	3215	1405	4043	602	2962	2775	2674	1936	3111	2344	2602	3388	2231	5017	2294
MCA_RS04280	2294	282	1946	232	593	1160	1072	462	1316	1322	1560	1122	1340	2392	1520
MCA_RS04285	404	176	759	39	469	290	537	662	637	746	606	655	576	1490	468
MCA_RS04290	845	354	516	193	328	652	434	233	1185	1030	514	591	526	1484	971
MCA_RS04295	3533	964	3315	670	2301	2454	1993	2302	3335	3877	2397	773	1392	4845	3104
MCA_RS04300	4902	2149	4666	1336	2652	2890	2313	1170	3331	4899	4368	3207	2316	7664	3698
MCA_RS04305	13404	4489	11117	3191	7851	9567	7592	3757	11413	9058	11884	10597	7785	19810	9134
MCA_RS04310	35084	15151	44908	12135	33984	36691	23378	15225	33858	28296	26232	43171	28115	61740	32015
MCA_RS04315	5245	1917	5493	2320	3853	3943	1891	3322	3199	3368	4759	6318	4614	8206	3718
MCA_RS04320	2334	899	2171	238	1168	886	1487	1156	1570	1127	2537	2346	1175	3239	1654
MCA_RS04325	5723	2314	6903	1371	2310	2773	4939	5405	4769	6455	10738	3717	2768	8577	4527
MCA_RS04330	56895	21171	58893	10810	10597	15704	50295	41785	42053	46066	53764	39313	22203	64339	38234
MCA_RS04335	76920	33571	86031	20644	31194	38938	54977	42490	78072	75405	65058	78755	46675	103050	58647
MCA_RS04340	44414	23442	48412	4097	3536	8900	37595	33187	36878	39138	47531	31487	20632	45675	30812
MCA_RS04345	29924	11572	34267	4512	7160	9812	21087	16693	25943	22274	21802	22950	12630	33887	19195
MCA_RS15935	1806	1000	714	108	250	307	808	1176	851	671	1331	646	360	1507	389
MCA_RS04350	8699	4739	9178	2028	3825	3332	5516	7159	6696	7406	9043	6365	4365	9076	6343
MCA_RS15610	750	172	291	52	0	0	257	457	398	297	394	326	1	536	2
MCA_RS04360	24243	8181	22384	4877	12160	16774	11665	10317	20608	16879	17143	19891	15747	35321	21553
MCA_RS15615	9958	4664	6085	1048	1466	2805	3720	3302	6005	4401	4776	6749	4636	7213	7044
MCA_RS04365	3445	1494	2840	375	329	1311	2187	1002	2291	1945	2342	3286	2310	4658	2864
MCA_RS04370	17155	5869	15355	3309	4630	7083	8989	7616	7753	9804	13617	14612	8641	23517	15157
MCA_RS16225	3923	2697	5972	1925	688	3257	4426	5612	5181	6836	6715	7211	5796	10990	12594
MCA_RS04375	11826	3478	8423	3146	2875	2249	5365	5990	5230	6580	10399	8876	5754	15494	9561
MCA_RS04380	8960	2812	9218	1681	2696	3214	7317	5945	8691	5980	11146	10019	5835	14415	9348
MCA_RS04385	4312	1338	3677	937	982	1053	2813	2856	3644	2379	3129	4579	2483	5428	3217
MCA_RS04390	3188	488	2191	409	328	317	1685	2381	2404	2270	5392	2522	1696	4941	2132
MCA_RS04395	7062	1815	4801	617	670	715	4015	4494	4207	3280	8564	4371	3308	6677	5078
MCA_RS16230	943	238	879	573	566	1069	646	553	699	648	668	1049	915	1840	969
MCA_RS04405	636	229	777	152	154	335	368	877	562	465	743	666	284	1299	672
MCA_RS04410	635	278	527	0	77	94	767	110	1035	456	254	882	975	1126	417
MCA_RS04415	874	642	831	136	516	523	432	483	810	496	897	461	407	1305	651
MCA_RS04420	2192	654	2135	516	756	867	1329	981	1144	2216	2182	2064	895	2821	1397
MCA_RS04425	786	363	673	51	0	305	444	231	439	634	741	0	320	778	514
MCA_RS04430	4992	2129	4188	712	1475	1899	1759	1919	3573	3011	4000	1886	1545	4396	2644
MCA_RS04435	10362	3369	11326	2880	4085	8243	7223	5466	9799	6598	10197	7740	5521	15698	7303
MCA_RS04440	13158	6889	9857	1139	673	1457	12029	14100	7050	8682	17777	4731	4553	12386	9940
MCA_RS04445	19098	6105	17661	2261	4666	5856	16449	11767	15496	18893	20566	9812	8438	26898	10931
MCA_RS16235	66	0	268	0	0	122	468	649	318	137	442	215	56	341	331
MCA_RS04460	5780	2460	5185	1653	3408	4205	5370	3888	6973	6552	8084	7234	5175	10819	4641
MCA_RS04465	12211	5781	14948	2665	5101	7446	13192	10649	16754	16112	19678	14873	12191	29173	16494
MCA_RS04470	9127	7915	10689	2041	2101	3527	25073	17037	27421	33916	36836	32163	28161	71481	42597
MCA_RS04475	10920	11664	16222	3460	2817	4057	30761	21891	35574	45094	41180	37147	33746	92211	50434
MCA_RS04480	12690	13565	15794	6454	5990	5732	36943	29215	44123	49119	51631	55834	43977	100114	66276
MCA_RS04485	2682	2255	2996	528	2028	1833	1227	1135	2276	2417	3056	2133	1380	3269	1859
MCA_RS04490	1039	344	694	136	393	196	458	356	832	712	975	191	408	1291	735
MCA_RS04495	2198	1327	3385	506	695	872	2300	1034	2339	2116	3115	2316	1457	3701	1814
MCA_RS04500	7878	2132	8289	1429	4809	4468	4805	3012	6566	6168	5614	5087	3894	11096	3345
MCA_RS16240	275	184	531	41	554	262	71	271	353	151	229	453	234	697	397
MCA_RS04510	3617	755	3873	749	1558	2187	2336	1901	2614	3000	3542	3034	1656	5437	2195
MCA_RS04515	967	407	1084	323	638	620	228	122	531	377	728	547	560	978	901
MCA_RS04520	10048	3013	10849	3803	8737	9805	5298	3231	7510	7826	7478	7446	4811	16027	5885
MCA_RS04525	1328	998	2592	381	1853	1636	1209	1096	2290	1823	1572	2267	1817	2486	1384
MCA_RS04530	1711	807	1785	522	857	833	1197	1376	1814	1995	2729	1721	1163	3003	976
MCA_RS04535	2638	1189	2617	171	466	1077	2082	1848	3014	2327	2824	2317	1945	4376	2608
MCA_RS04540	2288	653	2536	286	1676	1098	1177	1088	1794	1529	1897	1965	1085	3408	1675
MCA_RS04545	688	438	1004	377	592	466	654	350	682	830	1219	375	630	1832	1266
MCA_RS04550	1853	707	2041	195	896	765	605	1062	1863	764	1988	2054	841	2696	1616
MCA_RS04555	3453	1056	2321	1096	2101	1375	1331	1574	2781	2604	1592	2601	2157	4122	1529
MCA_RS04560	4160	1979	3730	1214	2643	1761	2027	1602	2683	2218	3439	3492	2555	5954	2804
MCA_RS04565	587	197	230	47	60	0	93	101	107	373	534	339	75	500	231
MCA_RS04570	2662	943	2590	357	719	871	1081	910	1767	1364	1568	2496	1807	2983	1626
MCA_RS04575	4189	993	4146	257	1226	1468	1886	1844	3521	3481	3688	1940	1941	4893	2941
MCA_RS04580	3124	1126	2872	403	1449	1348	2053	1457	1780	1810	2210	3101	1574	4561	1795
MCA_RS04585	4298	1409	3574	662	540	1251	2541	2210	2741	2279	3168	2279	2411	5065	3657
MCA_RS04590	2939	1963	3275	180	613	464	3118	1571	3139	2718	3849	2678	1410	3998	2469
MCA_RS04595	2439	1044	2307	164	794	1097	874	648	1493	1570	2479	1952	1604	2811	1991
MCA_RS04600	1165	509	900	271	287	958	971	1099	1556	882	492	368	733	1695	815
MCA_RS15625	0	88	71	80	0	0	68	76	0	0	0	0	0	0	0
MCA_RS15945	80	0	285	0	200	88	0	109	0	0	136	148	81	94	146
MCA_RS04615	4418	2448	3104	672	556	901	1752	772	4033	2570	3282	1723	1992	5312	3916
MCA_RS16245	1238	269	956	87	268	676	79	515	313	462	914	1314	749	1997	461
MCA_RS04620	1670	538	517	383	344	849	508	503	1262	559	1112	801	292	2194	839
MCA_RS04625	5054	2201	4524	1549	2161	4713	3616	1765	4663	3516	4788	5590	2668	6631	5009
MCA_RS04630	1487	577	2602	722	692	1466	1497	860	2399	1565	1408	2297	922	3296	1298
MCA_RS04635	4290	1860	4002	1239	2489	2936	2787	1913	4682	1994	3629	2987	2640	7550	3473
MCA_RS04640	1331	973	899	287	451	647	745	1069	976	1178	1395	1098	1183	2231	856
MCA_RS04645	3005	1442	2670	570	1662	1160	2010	1726	2602	2362	1982	1892	1859	4612	2143
MCA_RS04650	14098	6739	11689	1672	1777	4485	14403	9620	33217	36873	7756	18721	40728	97983	36019
MCA_RS04655	3469	1962	3140	387	817	1153	3315	2191	7374	10811	2705	3941	10796	20978	9751
MCA_RS04660	28593	11450	21668	4444	12704	11003	15670	9744	36526	37022	13424	22683	44781	96983	37224
MCA_RS04665	12459	3069	14629	3106	10936	10287	6521	5810	11397	9964	9066	10483	7284	21518	6142
MCA_RS04670	7930	2720	7823	1118	3499	4292	5638	3689	7463	5779	8026	6515	3397	9352	5101
MCA_RS04675	4470	1665	3175	828	989	1857	2057	3276	3049	5461	4641	3081	1762	5836	2843
MCA_RS04680	5733	1617	4209	914	2089	2062	3385	3682	5568	4544	7050	3147	2722	6652	2697
MCA_RS04685	9309	1919	6540	1390	2966	4653	6493	3835	5411	5628	7272	6091	4475	9943	3937
MCA_RS04690	1894	1147	4694	1229	2576	1857	2062	1133	2316	2999	3173	5074	2357	5937	2120
MCA_RS04695	12811	6727	17912	3316	4834	8836	11530	6130	13322	11386	12973	15272	9519	23267	12203
MCA_RS04700	1088	393	864	334	649	257	777	341	351	917	603	1432	906	1284	925
MCA_RS04705	3203	1349	2896	660	1989	2426	1958	1293	3178	2583	3110	4292	2344	5881	2023
MCA_RS04710	703	100	557	55	680	624	209	83	616	504	1215	258	278	1158	452
MCA_RS04715	202	268	157	106	0	0	304	370	508	79	275	122	138	262	240
MCA_RS04720	1941	1166	844	175	774	1798	188	958	845	1141	933	573	1317	2015	900
MCA_RS04725	2188	1044	2732	257	1025	797	1075	1097	2507	2568	2555	1549	1346	5196	3090
MCA_RS04730	2170	1364	2657	296	901	960	1757	1127	1177	1312	1704	1494	1301	3784	1226
MCA_RS04735	19002	6080	19796	3997	8168	9260	12997	12379	17441	15944	19494	19869	10977	27195	14263
MCA_RS04740	6170	2443	6426	545	1280	2773	2814	1672	4935	5866	4359	4749	4427	9711	3359
MCA_RS04745	6042	3477	6384	1272	2128	3386	2889	3083	5823	4139	7932	5572	4122	8968	2500
MCA_RS04750	4970	1705	5119	1702	3494	3696	3230	2741	4667	4711	5816	6780	3581	9119	3130
MCA_RS04755	13257	3965	11348	2309	6816	5178	7541	7259	8295	9582	12279	9069	6691	15716	6960
MCA_RS04760	7163	2855	5181	1455	2358	1420	4763	3187	3113	4991	5863	5049	2983	8835	3481
MCA_RS04765	4876	3083	3966	864	1602	1664	4516	5648	3416	4262	7587	3188	2159	6772	4099
MCA_RS04770	4582	1778	2931	892	2114	2912	2731	2598	3094	2988	2997	2692	2173	5586	2560
MCA_RS04775	971	340	1554	475	734	1046	1457	881	1199	1005	1610	1629	715	2225	869
MCA_RS04780	2296	702	1666	357	990	757	1251	1208	808	1961	2412	1280	926	3110	1077
MCA_RS04785	11701	4637	11620	1481	3997	4670	7481	6232	10143	8467	12590	10854	4714	13966	9422
MCA_RS04790	2527	1700	4066	483	1507	1753	1960	1445	2602	1848	2247	3244	1570	3576	2125
MCA_RS04795	15938	7308	18565	4711	9364	10536	9954	6763	14034	12602	14131	11182	9272	22387	11132
MCA_RS04800	5548	1589	5407	1189	1394	1665	3808	4584	5454	4515	6546	2873	3056	7039	4095
MCA_RS04805	16183	6680	16929	4065	8820	10355	9707	6911	13587	11868	12195	13109	8169	20988	11576
MCA_RS04810	1760	526	814	238	68	284	914	1207	404	576	1575	629	372	1275	575
MCA_RS04815	11208	4450	10911	2285	5132	6648	6461	4994	7614	9421	6899	8316	7298	13354	7999
MCA_RS04820	5905	2322	5530	985	1387	1969	2644	1423	5063	3566	2980	3371	3179	6368	3316
MCA_RS04825	10566	4345	10678	2098	6430	7416	6312	3972	8574	7036	8930	8651	6482	12907	7251
MCA_RS04830	9273	3002	9856	2191	6777	5153	5400	2888	8481	7349	6981	8642	5752	11881	5808
MCA_RS04835	1988	795	1414	169	846	990	1211	1579	1604	958	3251	1227	667	2754	1019
MCA_RS04840	3057	373	1609	138	255	1187	1190	2230	1494	2147	3932	667	735	2485	1851
MCA_RS04845	4597	1514	2410	975	1313	914	2002	1655	1968	3032	4169	3090	812	4729	2119
MCA_RS04850	11754	5472	9098	2743	7659	8337	10865	8548	9649	10740	14827	7588	4548	16954	9070
MCA_RS04855	13656	4960	9150	2658	10031	9167	12009	8634	9297	10780	15994	6734	5215	20927	9611
MCA_RS04860	3706	1520	4086	790	2135	1732	4410	3348	3359	4611	4720	5018	1420	7939	4326
MCA_RS04865	5761	1960	6031	1176	5031	1914	5576	5347	4495	4939	9458	3877	2522	11294	6587
MCA_RS04870	1151	379	924	470	1893	749	704	354	671	646	1242	46	334	1726	863
MCA_RS04875	1398	849	926	179	707	570	647	921	1409	1394	894	1700	2500	5385	1596
MCA_RS04880	8136	3063	10061	2776	8609	9215	4674	4278	6152	7979	6747	9081	5613	18205	6365
MCA_RS04885	3416	1195	3068	441	1674	1761	2952	1334	4747	2026	3163	4623	1868	5440	2697
MCA_RS04890	557	75	731	123	434	0	263	277	172	104	385	463	11	670	754
MCA_RS04895	1140	115	1342	400	312	678	61	183	435	728	527	850	448	1019	624
MCA_RS04900	2134	754	2159	437	1058	590	1395	367	1362	1653	2029	2063	1680	2454	1345
MCA_RS15630	455	243	560	0	337	502	123	100	280	608	498	191	234	1033	290
MCA_RS04905	3281	1112	2722	463	845	1388	1243	585	2009	2236	1947	3645	969	4217	1578
MCA_RS04910	7015	2921	6557	1453	1881	2653	4747	5990	5787	6052	6217	5127	5381	11414	8143
MCA_RS04915	7593	2463	7466	2095	7574	5620	2614	2722	5646	5051	4304	7706	3741	9414	4846
MCA_RS04920	11509	4595	13869	5718	17268	18024	6826	4384	12046	9182	6313	15497	7660	18779	10434
MCA_RS04925	2314	297	2036	757	1370	1771	1119	972	1331	1990	958	1931	1811	3225	1424
MCA_RS04930	2574	666	1956	331	1809	2746	1259	387	1706	1847	1392	2685	2167	3247	1032
MCA_RS04935	6499	2044	5536	773	2109	4277	3925	5780	4976	4419	7225	4839	3191	7330	5430
MCA_RS04940	12697	4430	9353	1875	7455	7830	5010	4708	7746	7390	9155	10512	5429	13262	7231
MCA_RS04945	5086	2921	3930	1292	2253	2838	2822	1837	4369	3438	3947	3079	3188	6208	3531
MCA_RS04950	10988	2479	7326	1664	3738	3820	8287	7688	8217	6609	17847	3624	2713	10620	4486
MCA_RS04955	20165	5605	18903	4995	16471	17871	9099	7824	15276	14319	13428	17011	11240	31346	15792
MCA_RS04960	31556	11883	34453	9343	25822	22452	21789	14741	23721	24427	25814	24359	19317	45181	17687
MCA_RS04965	16041	6340	11480	3308	5382	6521	6945	6541	11044	9014	11524	10218	6984	17919	11039
MCA_RS04970	5656	1535	5770	1488	1352	1489	3152	1909	3255	4489	4941	4655	2458	7595	3691
MCA_RS04975	14767	5077	14358	3394	5900	8099	8714	6762	11367	10060	13608	11380	8784	20062	9766
MCA_RS04980	8932	3977	8656	2515	6538	6346	5100	3627	8439	8536	8734	7718	5734	12436	8005
MCA_RS04985	11908	4187	11413	1956	3913	6994	7129	6263	8986	8503	9381	9778	6103	16694	9870
MCA_RS04990	14695	4751	13227	2045	4331	4718	7869	7140	9791	9614	14068	10673	7527	17829	9367
MCA_RS04995	1219	477	1719	613	1085	657	1200	655	1630	1855	1737	1440	993	3134	460
MCA_RS05000	7050	3111	5408	1108	4673	2739	4264	2228	3544	5187	5788	4118	3538	9323	4518
MCA_RS05005	19039	10212	16524	2778	6597	9536	15658	13112	17893	15299	22185	15107	11722	31910	18237
MCA_RS05010	6419	1938	2869	812	971	736	4645	3245	3516	4496	8216	2533	2252	6223	3905
MCA_RS05015	55139	25095	42318	12520	21188	31607	53715	50169	45586	45883	74206	25031	19265	88042	49413
MCA_RS05020	1867	487	908	69	243	372	1292	1806	1328	1069	1920	1179	1053	2741	1759
MCA_RS05025	1141	180	1163	282	148	694	550	106	409	753	1148	414	545	1627	465
MCA_RS05030	6099	2006	6991	1606	2018	3050	3046	3050	6206	5040	4887	5856	5292	10825	5782
MCA_RS05035	3022	972	2737	349	367	1571	1742	1461	3197	2514	2795	2541	1430	4003	1805
MCA_RS05040	2666	463	2009	389	269	1522	1981	928	1949	1441	2517	919	708	2760	1646
MCA_RS05045	20463	9641	17800	2778	4109	6514	14614	12463	16130	16084	20165	14437	11279	25679	23043
MCA_RS05050	7598	3633	7029	1436	3376	4179	6455	4919	6869	5580	10657	3300	3580	9839	3827
MCA_RS05055	15894	5948	10204	1225	2984	1061	19896	20778	10646	11356	31282	7716	5465	18211	10132
MCA_RS05060	15212	4742	19027	5037	15096	11921	9141	7353	12137	13821	13289	12979	10487	23485	11600
MCA_RS05065	10096	2616	11395	3135	5971	6553	6434	3283	7898	8362	8742	9688	5086	13764	4903
MCA_RS05070	2511	563	2054	262	879	887	949	955	1612	886	1084	1098	1010	1890	573
MCA_RS05075	1895	415	1930	108	304	31	1110	480	935	1475	1954	1171	1003	1660	1586
MCA_RS05080	11959	4740	12338	2621	5328	7811	7436	4819	10332	8668	12046	6616	4955	16544	8150
MCA_RS05085	4238	1514	3834	1592	1827	2153	2339	2269	2381	2941	3917	3817	3752	7546	3102
MCA_RS05090	11365	3182	9338	2370	3490	5571	8598	7235	8592	8422	10438	10966	4882	17188	8765
MCA_RS05095	1837	121	1872	140	375	684	756	603	823	987	1574	1025	412	2333	712
MCA_RS05100	20666	4872	20230	5092	11288	11176	12304	7814	15295	14306	14455	20704	12308	34211	15131
MCA_RS05105	2053	300	973	240	629	734	612	661	958	734	1555	1392	734	2453	1195
MCA_RS05110	18661	7393	18269	1355	1189	4103	15508	14104	12688	12393	20011	14635	8718	17921	16782
MCA_RS05115	5815	2270	6264	557	1498	1947	3485	3110	4690	3444	6230	3757	2979	8036	4108
MCA_RS05120	36917	11541	38808	6543	10495	17157	24939	18787	28448	29437	38955	21131	16564	47967	23166
MCA_RS05125	14511	5884	16116	4803	8235	9918	10610	8304	12768	11502	13207	10102	7290	21343	11447
MCA_RS16250	15037	4394	15942	3880	8099	9368	11214	6739	14722	12076	14742	10126	8064	21327	11903
MCA_RS05135	9567	3167	7121	1470	2868	3393	6311	4318	5851	6338	7553	5178	3282	11168	5586
MCA_RS05140	3939	1775	3381	808	1257	1301	3179	3590	3828	3148	6233	2671	1647	5626	2934
MCA_RS05145	4051	1079	3822	688	1853	1879	3888	3373	3155	3342	6058	2633	1968	5579	3200
MCA_RS05150	10300	5287	10721	1335	3361	3947	6558	5227	8973	10088	10249	7909	5476	12149	7328
MCA_RS05155	16782	6175	15275	4030	7433	11626	13275	7655	14333	13086	17576	11409	7139	22630	9414
MCA_RS05160	11855	4825	11231	3418	5865	6893	6458	2942	10816	9061	8410	7414	5517	14229	7826
MCA_RS05165	7754	4202	9431	1358	3126	3760	5068	5393	7062	6950	10148	5089	4270	11727	6388
MCA_RS05175	12795	4595	11708	2704	6278	6988	10820	7399	8725	10862	14301	5786	3987	14063	7146
MCA_RS05180	28062	12048	26050	6390	8550	10478	15451	13948	18580	19037	20608	13209	10261	30671	14012
MCA_RS05185	5665	1452	5541	705	1622	1874	3429	2786	4289	4842	4916	3363	2495	7183	2147
MCA_RS05205	98183	34267	94904	17213	26856	32201	96146	76293	73111	79481	111190	51236	37328	122794	66049
MCA_RS05215	14949	4959	15805	812	1231	2003	22093	13406	11336	11792	26286	6715	5042	19186	8979
MCA_RS05220	42645	17002	26645	3168	1847	2895	32369	31113	21111	22619	47042	12412	9032	32434	21352
MCA_RS05225	27486	12239	27298	4572	5695	12174	26652	22066	21791	24034	31690	11108	8840	37380	21423
MCA_RS05230	46271	18731	46361	8219	12094	17834	39251	29107	38332	38248	46078	23630	16437	55589	24608
MCA_RS05235	66061	27610	61649	15424	30322	32539	48931	36514	58956	55896	63393	40890	24894	72440	34408
MCA_RS05240	20178	6501	13721	2951	4594	5510	10355	8213	12664	12238	12582	7182	4966	16646	8006
MCA_RS05245	182818	73912	162909	46936	59505	87059	132699	103708	140717	157363	164142	139663	86909	224178	123841
MCA_RS05250	204766	95952	211801	73725	142034	153362	134781	98513	184723	178534	160344	164847	115037	249435	164940
MCA_RS05255	42269	19570	44312	13610	18190	25886	31817	24639	32427	33683	35999	28551	21749	52335	33220
MCA_RS05260	8485	3427	7045	1690	1557	2546	8425	4722	6355	6175	8278	4235	4053	10337	5950
MCA_RS05265	25534	7061	21988	4843	10295	10302	15527	11773	13831	16536	18264	13152	9667	27676	13505
MCA_RS05270	8449	3163	7807	1511	3058	4751	6246	5512	7897	7296	9546	9111	4806	12295	6951
MCA_RS05275	7120	2651	9125	1560	2454	3546	6009	5561	7398	7995	8584	6509	3785	12062	6364
MCA_RS05280	7404	3160	8836	1748	3003	3839	4437	4556	7964	6791	7588	7160	5400	12219	4802
MCA_RS05285	7878	2755	8200	1093	2028	2508	5355	3685	5700	6316	6382	6904	3320	9691	3572
MCA_RS05290	3813	1735	4096	384	835	916	2711	1022	2012	3689	3738	3342	1572	5272	2188
MCA_RS05295	17323	7614	16486	4132	10933	9760	15487	10962	15460	14242	20103	8737	7244	21062	11448
MCA_RS05300	19698	7460	22677	5760	13252	12772	14371	8410	16730	17131	17101	11394	8883	27773	13220
MCA_RS15960	4567	2188	6015	2030	5941	4519	3292	970	3483	4044	2759	4936	2172	8128	2931
MCA_RS15965	6831	2832	7115	1312	3095	3504	5339	3099	5413	3786	6054	5414	4901	11237	5840
MCA_RS05310	1835	314	1639	393	913	649	1278	842	1250	1831	1638	1756	559	2453	992
MCA_RS15330	5825	4661	5220	1389	1929	1984	3332	2783	6680	5000	5531	7063	5736	9406	9129
MCA_RS15640	280	154	384	0	153	0	361	586	106	249	392	320	598	956	105
MCA_RS05320	1561	531	1772	437	722	1065	501	662	1035	2413	825	1372	1998	4496	1578
MCA_RS05325	3720	1016	3732	711	1191	779	2042	770	4188	3287	2290	2976	5173	8459	3294
MCA_RS05330	1954	557	1865	154	504	194	971	712	1788	1416	2055	1424	984	2482	1489
MCA_RS05335	445	323	705	8	0	0	101	224	158	412	340	238	266	751	242
MCA_RS05340	1271	637	1356	437	1005	622	691	130	878	1179	910	1045	817	1250	1206
MCA_RS05345	1298	428	1190	33	904	389	310	342	958	1079	1565	1517	843	1792	976
MCA_RS15645	1605	555	1158	145	280	229	887	877	1168	927	2677	1059	744	2086	806
MCA_RS05355	3822	1618	4936	709	1378	1838	2915	2960	3581	4348	8703	6892	2366	8856	4649
MCA_RS05360	12392	4836	12749	3032	7352	8055	7017	4845	10356	8983	9000	10156	6358	16411	8571
MCA_RS16255	3068	1032	3071	493	1084	1011	1235	816	2604	1845	3060	1721	2027	5233	1594
MCA_RS05375	3844	1220	3007	624	1292	1821	2015	736	3121	1535	2714	3344	2407	4308	2579
MCA_RS05380	1410	201	928	257	434	516	515	965	926	465	1497	846	510	1363	1082
MCA_RS05385	12046	5424	12072	3235	7649	7174	8041	6069	7688	7658	7743	7917	5125	13242	6971
MCA_RS05390	15667	6580	14237	2861	7322	9046	10790	7703	9809	11106	15038	10017	6934	19483	10745
MCA_RS05395	49783	18956	50985	11955	19866	22206	28842	19567	41414	38639	39262	39069	21824	59815	36015
MCA_RS05400	21465	6140	13456	3748	5013	8622	19050	16897	13549	12886	23151	9738	7651	19788	9595
MCA_RS05405	2052	507	1513	114	214	353	1892	1675	793	1227	2669	418	422	1264	942
MCA_RS05410	26216	8402	19951	3896	9256	6513	18602	15127	14998	15053	24147	13376	8571	25172	12701
MCA_RS05415	6563	1218	4220	1732	2537	2375	2920	2669	4804	2932	5958	7990	1873	8896	4398
MCA_RS05420	3434	792	2244	683	1405	2213	1186	1346	1818	2280	1928	1598	1561	3113	2106
MCA_RS05425	423	220	282	2812	18580	2338	631	327	1071	2126	1516	2475	3309	5019	2430
MCA_RS05430	347	275	579	189	1311	148	302	126	221	432	805	1022	1211	2473	959
MCA_RS05435	1191	84	841	175	384	666	393	508	954	1493	1403	2215	1703	3682	1708
