	SP1	SP2	SP3	SP4	SP5	SP6	SP7	SP8	SP9	SP10	SP11	SP12	SP13	SP14	SP15
MCA_RS07340	2644	1255	2096	511	1413	1405	2146	1236	1806	2453	2734	3838	2168	3558	2571
MCA_RS07345	3705	1288	3672	760	2201	2369	2107	1296	2801	2851	2624	3759	2057	6735	1934
MCA_RS07350	16449	7269	17661	3146	6996	10011	11395	9572	12255	12284	17091	14355	7807	25085	12651
MCA_RS07355	4277	1241	4994	630	1777	1340	3153	2528	3746	3251	5567	3107	2057	6495	2789
MCA_RS07360	3736	1905	3640	672	602	669	3574	2656	4196	4013	5037	2806	1622	5595	3343
MCA_RS07365	3346	1404	4882	817	1649	1586	2167	1850	2713	3074	3322	3764	2380	4863	1059
MCA_RS07370	2762	939	3546	417	1647	808	1548	1010	3168	3193	2607	1622	1592	4629	2565
MCA_RS07375	3444	1120	2402	1031	1941	870	2006	1002	2630	2103	3225	2135	1820	4479	1473
MCA_RS07380	2744	614	2447	675	2163	2572	1184	1100	2526	1823	2504	4180	1972	4212	1401
MCA_RS07385	6766	2838	8751	1579	4906	4787	3709	1958	6046	5636	6534	7638	4829	13534	4668
MCA_RS07390	2436	975	3021	235	490	1177	1758	1965	3072	1819	2507	1935	1022	4227	2388
MCA_RS07395	3972	1161	1459	581	3568	2948	1643	1696	1373	1648	1878	1567	1732	5105	2294
MCA_RS07400	8717	2932	6856	1883	3694	5923	3670	3452	5614	5817	5733	6195	3583	10569	5975
MCA_RS07405	2306	468	1869	169	327	664	1361	1128	1779	1712	1762	1720	974	3040	1893
MCA_RS07410	5860	2901	5854	530	704	1833	4363	3044	6759	4127	6419	4595	3047	8716	5488
MCA_RS15705	857	595	827	41	6	0	416	560	902	1070	1454	859	388	984	940
MCA_RS15710	1998	1396	710	0	0	0	1074	2980	912	1651	3777	484	379	1724	1885
MCA_RS07430	12122	4798	8871	549	1236	2400	8047	7743	8644	7485	13455	9190	4930	12383	9967
MCA_RS07435	12995	6877	12012	2714	3552	6515	9601	11111	16105	11902	10744	11776	9433	19045	15999
MCA_RS07440	2934	667	2998	430	839	436	2060	1341	1512	1719	2999	1448	1904	4515	2079
MCA_RS07445	2176	299	2319	270	577	555	1391	680	1293	1559	2076	2692	1378	3048	1652
MCA_RS07450	2427	813	1344	350	94	122	930	1724	3165	1748	2740	2654	1343	1997	2630
MCA_RS07455	16340	7110	17054	4060	8723	10443	9703	6783	13747	12154	12484	13252	8714	20550	11574
MCA_RS07460	4649	1718	4935	984	1138	2125	2998	1980	3927	3235	5046	3939	3231	5594	4288
MCA_RS07465	1713	579	1374	487	996	1291	994	1126	1357	1366	1314	1344	853	2893	1135
MCA_RS07470	18516	7640	19202	4441	9265	11894	11236	8310	15508	13555	13782	14006	9037	21897	13583
MCA_RS07475	5416	1391	3513	369	1411	1881	2403	1582	2628	3619	4230	2945	1964	5698	2282
MCA_RS07480	1505	722	885	0	87	61	677	857	893	858	1671	1287	613	1329	282
MCA_RS07485	4057	1148	2438	765	1743	1340	1669	1129	2393	2766	2841	2701	2002	4346	2994
MCA_RS07490	2223	1214	2637	538	1028	918	1385	1259	1602	2092	2687	1694	2092	3782	3151
MCA_RS07495	6090	1352	4505	756	2829	3182	2616	2979	4543	5149	5257	3784	2742	6450	4089
MCA_RS07500	17972	7200	12168	2542	2529	4576	11711	8749	11569	11654	12546	9269	7520	18509	10175
MCA_RS07505	4109	1449	3090	139	184	467	3145	2779	3109	2672	5229	2125	1620	6091	2745
MCA_RS07510	4933	1405	5228	893	1937	2140	5677	2386	4073	3805	5436	2292	2792	6088	3143
MCA_RS07515	2282	813	3043	524	1056	1259	1972	676	2132	1341	2823	1865	936	3689	728
MCA_RS07520	3907	1165	2669	834	2664	2894	3022	1202	2897	2954	2963	4397	1405	5115	2199
MCA_RS07525	4728	2107	4664	1122	3437	2566	2612	1692	3133	3319	2889	3781	1561	6242	2857
MCA_RS07530	2028	775	2445	745	1406	1472	1518	430	2794	2075	1783	2504	1184	2779	2033
MCA_RS07535	5927	1688	5595	1206	2249	2792	4424	3127	5671	3973	5707	3688	2705	5720	2323
MCA_RS07540	567	0	739	37	0	0	696	218	697	357	850	698	485	1258	448
MCA_RS07545	1141	890	1526	165	800	744	684	821	995	1165	1499	1025	1241	1920	1489
MCA_RS07550	8338	3482	7598	1868	3841	3829	5307	5070	4962	6343	8649	8511	4993	13108	9156
MCA_RS07555	2723	855	4396	388	900	1853	1792	1876	3333	2321	2776	2874	2971	5240	2701
MCA_RS07560	8043	3256	4690	1618	4177	4647	3913	2657	6542	4671	5153	5894	4075	10217	5649
MCA_RS07565	4936	1715	4387	668	2016	2480	1815	2273	2906	3041	3470	3752	3089	7244	3153
MCA_RS07570	1952	827	1692	151	667	257	1448	1331	1578	1300	1689	1701	886	3738	1963
MCA_RS07575	3032	968	2322	302	804	1947	1436	887	3079	1763	2396	2203	1263	4139	1354
MCA_RS07580	276	127	621	22	218	423	74	98	506	381	421	480	44	751	191
MCA_RS07585	3363	1849	4223	1214	3260	4078	3225	1591	3324	2649	3040	1849	2105	4800	1848
MCA_RS07590	498	0	475	0	174	85	111	146	593	305	329	496	57	992	456
MCA_RS07595	195	0	57	0	193	417	115	0	0	76	190	379	49	381	0
MCA_RS07600	2861	2166	3060	613	787	1018	2184	1975	2801	2841	2401	1883	1957	4726	2475
MCA_RS07605	6135	2068	6255	1436	3991	2974	4483	2480	5210	4045	4634	5948	2898	8317	4854
MCA_RS07610	1573	761	1149	429	668	913	809	1148	1190	1231	1846	2159	744	2219	1961
MCA_RS07615	21205	9649	23690	9342	16018	16051	15991	11878	20847	20574	19797	19127	13210	32424	14506
MCA_RS07620	18398	8797	15677	1970	3044	4258	10989	10385	12852	12783	19339	11814	10572	25937	16734
MCA_RS07625	34828	13788	32342	4321	5827	8590	23104	18653	28007	25447	24623	28220	21469	43146	29831
MCA_RS07630	1863	1011	1761	256	772	1551	757	1022	1749	1686	1394	1245	838	2772	1369
MCA_RS07635	16983	6299	14232	1490	3494	5182	9876	7678	12675	11517	17532	10036	7728	17764	9621
MCA_RS07640	4962	1077	4092	231	452	1384	2102	2094	2184	1920	4148	975	1138	3664	1510
MCA_RS07645	10749	4099	12566	1843	4077	6050	8349	5977	10443	9537	14947	6904	5536	16638	9085
MCA_RS07650	4498	2353	4791	704	1662	2432	2324	1813	2913	3135	4776	1998	2115	9452	2431
MCA_RS07655	1228	583	739	142	133	316	654	449	824	821	1398	591	533	1908	476
MCA_RS07660	6609	2258	5075	1052	1240	2327	3547	3948	4741	5702	6839	5226	3600	8871	4008
MCA_RS07665	7917	2763	5839	505	2952	2969	3833	3236	4539	5840	8949	6399	3053	8317	4159
MCA_RS07670	7800	2745	7954	1175	3507	3162	5338	4141	7675	5790	8691	6759	3772	12367	6044
MCA_RS07675	4001	1192	4065	834	1967	2571	2383	1635	2555	2070	3557	3829	1498	4765	1564
MCA_RS07680	2744	1704	1985	695	1284	1422	2486	1875	1561	3255	4133	1773	1443	5366	3442
MCA_RS07685	16249	4112	13264	3581	7488	10263	11817	8649	12751	14480	16248	12852	11276	33143	17371
MCA_RS07695	9331	3897	6859	2038	2455	4472	6949	3829	9576	5930	5534	7258	3697	9228	5384
MCA_RS07700	5959	2531	5332	961	1827	1960	3729	2797	4600	3940	4697	4659	3058	7704	4310
MCA_RS07705	7907	3204	6422	2024	4585	5173	5810	4119	7224	5860	4944	6693	3037	10823	6733
MCA_RS07710	6584	2752	6014	2135	3537	4801	5961	3357	4761	6394	5024	6419	2240	10366	5466
MCA_RS07715	2909	809	2077	279	467	554	1109	1285	904	1045	2037	1577	775	2269	1316
MCA_RS07720	11837	4915	12997	2256	5818	7795	6833	4927	11107	8710	9496	12509	6814	17468	7883
MCA_RS07725	16912	6377	16070	3571	7962	7213	8452	6124	12207	12465	11082	15548	9299	24703	10569
MCA_RS07730	10722	3318	7784	1297	2460	3102	4355	4881	6553	6351	6012	5908	5183	11850	6133
MCA_RS07735	10213	1875	8286	697	1893	2631	7167	5014	8298	6240	15650	3733	4011	11378	6055
MCA_RS07740	7520	4355	8798	1771	4233	6322	4968	3889	7179	6526	8035	7752	4880	11550	6651
MCA_RS07745	5998	1982	4252	783	2731	2216	2928	1202	3223	3944	6404	2660	2278	7476	2784
MCA_RS07750	802	267	1271	311	856	803	368	436	1200	328	474	398	455	973	429
MCA_RS07755	4140	1213	4357	1442	2519	2632	2572	1824	2752	2762	3836	2141	1973	5636	3778
MCA_RS07760	14130	5033	13872	4590	11106	12084	6362	3947	11699	8390	9125	12014	7470	19094	8607
MCA_RS07765	20345	8746	20814	4746	10120	12893	12435	9070	17156	14689	15134	15509	10257	23927	15046
MCA_RS07770	420	558	814	0	236	107	441	406	474	286	569	414	478	871	389
MCA_RS07775	1449	375	1829	278	862	1066	573	567	1095	1089	1669	2021	1462	2883	1702
MCA_RS07780	211	64	101	122	236	171	286	225	307	345	501	264	275	729	150
MCA_RS07785	3155	953	4974	1126	1459	2498	1905	2112	3764	2357	3571	3814	2693	6370	2901
MCA_RS07790	12507	3754	11157	2991	9946	10036	6118	3310	9262	9714	7780	12176	7886	18838	7355
MCA_RS07795	8168	3501	9582	1786	3262	4314	4388	3552	6749	5009	6168	8630	5512	12914	7108
MCA_RS07800	113	555	830	67	204	170	553	230	1410	414	429	1123	305	787	913
MCA_RS07805	2160	495	1069	397	832	745	1437	363	1532	1920	1730	2918	1110	2770	748
MCA_RS07810	1496	320	1759	222	325	467	499	872	2159	1173	1290	1443	946	1952	1451
MCA_RS07815	1622	1193	2258	215	624	1182	934	1014	1474	1738	2433	1620	729	2727	1443
MCA_RS07820	2410	527	2693	229	986	659	697	232	667	671	1795	914	1215	2953	992
MCA_RS07825	2369	348	1892	440	2560	1938	1416	1519	1855	2086	2641	3018	1320	3483	2021
MCA_RS07830	2500	665	2681	514	1670	896	2081	1462	2448	2118	2698	2224	1168	3077	2120
MCA_RS07835	8621	2722	8865	2945	5445	7464	4856	5533	7712	6883	10033	10638	2742	11634	4416
MCA_RS07840	4384	1293	3738	314	2132	1864	2347	3230	3246	2866	4894	3928	2409	4473	2662
MCA_RS07845	10611	5382	10844	3102	4183	7040	7937	5382	11231	11592	10209	12991	7228	20330	9342
MCA_RS07850	1777	865	2376	768	2039	1040	1552	716	1861	1741	1046	1901	1322	3574	1802
MCA_RS07855	2811	1496	3625	997	1390	1584	1793	987	3562	2241	2931	4009	1460	5475	2259
MCA_RS07860	5271	1846	6112	1298	2194	2768	3458	1539	4216	3757	4341	4464	2035	8551	5486
MCA_RS07865	4453	1268	5217	1309	3368	2138	1734	1688	4509	2604	2736	3335	3857	7043	2661
MCA_RS07870	3831	1243	4111	532	2216	1890	1968	1711	3030	2837	3148	2639	1953	6498	3003
MCA_RS07875	501	95	458	108	801	465	329	118	157	178	299	915	748	1159	554
MCA_RS07880	148	79	0	0	71	0	129	0	194	0	0	18	57	182	0
MCA_RS07885	9442	2893	11374	2134	6496	6566	5995	4534	8131	7181	7284	8582	6740	15583	9263
MCA_RS15715	656	0	593	132	265	194	337	649	253	161	661	1065	407	1211	380
MCA_RS07905	846	283	523	72	171	186	398	96	611	464	726	666	171	1034	855
MCA_RS07910	1849	584	1179	194	467	864	939	586	1299	1098	1254	1660	926	2084	1880
MCA_RS07915	599	237	1070	44	220	443	320	108	653	856	550	618	341	965	263
MCA_RS07920	538	389	773	202	177	0	348	439	413	347	592	920	483	794	189
MCA_RS07925	2350	1189	1647	221	17	96	1761	2517	2009	1642	2004	1897	1218	2457	3765
MCA_RS07930	356	359	208	46	331	212	290	148	616	258	637	703	385	989	435
MCA_RS07940	14543	5866	16015	1311	2134	3150	8849	6235	11616	10250	10902	9621	7662	15709	8952
MCA_RS07945	13832	6186	11190	1332	1393	2682	9440	9416	10944	8702	12645	9924	5088	12653	9832
MCA_RS07950	4261	2338	4830	716	2853	3455	2690	1662	3727	2614	4637	3903	2471	4527	2844
MCA_RS07955	5362	1328	4954	1447	3126	3844	2905	1727	3575	3848	4729	5951	2534	7749	4241
MCA_RS07960	3413	1397	2899	552	1203	1258	2210	1417	2780	2743	3009	3019	1553	5079	2654
MCA_RS07965	255	0	36	42	0	0	119	0	0	72	337	0	43	120	466
MCA_RS07970	199	0	93	0	143	0	222	61	2	184	226	0	105	375	0
MCA_RS07975	1264	1049	1794	248	1071	1302	1237	1551	2105	1454	2242	2117	1065	2748	1442
MCA_RS07980	2906	1140	1980	489	1566	1415	1116	1805	2134	2023	985	1776	1187	3787	914
MCA_RS07985	328	83	567	49	83	127	280	216	104	182	307	164	153	506	356
MCA_RS07990	0	0	0	54	109	124	93	140	0	0	0	0	61	155	128
MCA_RS07995	82	0	264	0	135	0	0	0	0	0	88	0	34	80	151
MCA_RS16005	0	0	95	0	0	0	61	0	0	50	36	241	0	44	0
MCA_RS08005	0	0	0	0	0	0	79	0	0	0	180	258	121	257	370
MCA_RS08010	2803	661	1938	249	1304	1023	1407	1109	1246	1074	2113	1313	1021	2790	1131
MCA_RS08015	6558	2743	7124	1910	3662	4009	3263	3276	6207	4755	6704	8294	4265	8889	4823
MCA_RS08020	4602	1686	5021	832	2505	1609	2905	2765	4531	3372	4357	4192	2405	6010	3407
MCA_RS08025	48459	26259	51943	8206	11131	18583	33915	30387	48937	53626	46530	44341	39267	77580	39922
MCA_RS08030	14961	6477	15048	2483	5717	7412	10180	7540	12897	12894	12514	17376	11095	21763	14102
MCA_RS08035	11123	5608	10905	2349	5678	6371	6182	4030	10291	9563	9423	12642	7598	15360	7200
MCA_RS08040	22081	10397	21390	1953	2772	7005	17959	15677	18157	19447	16689	18664	11774	24655	12835
MCA_RS08045	2399	720	2661	449	774	1293	1110	1448	2072	2711	2895	1183	1561	3543	2938
MCA_RS08050	3449	1273	3565	610	2496	584	1746	1458	1808	2559	2998	3166	1592	3767	2320
MCA_RS08055	7212	2927	5512	1324	3582	4928	3330	2405	4151	4058	5033	5089	4181	7920	4322
MCA_RS08060	2902	1275	2779	621	1845	969	2017	1333	2709	2532	4052	2030	1427	4181	1903
MCA_RS08065	1396	478	1236	244	197	291	836	923	569	1166	2350	738	554	2459	357
MCA_RS08070	41897	14796	41369	6207	10349	15069	36505	28598	31987	33141	51487	26496	19359	56472	29042
MCA_RS08075	7252	2734	6041	344	949	1397	4437	5590	5046	4440	8992	5294	2761	8750	4625
MCA_RS08080	5043	1505	3601	303	605	901	2179	953	3612	1662	4266	2579	1994	4473	1961
MCA_RS08085	24587	7744	21750	3900	6079	10571	16633	11521	16000	15711	26299	18221	9987	25838	13276
MCA_RS08090	4338	1143	3167	222	208	2187	2768	2457	3624	2722	4122	3437	1484	6581	1966
MCA_RS08095	5492	1445	2786	768	69	947	3369	3155	4633	2731	6375	4423	2176	6277	4051
MCA_RS08105	10356	506	7315	1634	335	1641	3630	3612	9339	3036	9166	9620	3046	14495	8328
MCA_RS08110	14718	4800	11303	2584	4383	6553	5798	5623	10094	8562	8778	8948	6160	15800	10735
MCA_RS08115	2954	1598	2671	597	1031	967	1938	1247	2093	1988	2125	1408	1566	4074	2570
MCA_RS08120	3074	743	2577	559	642	1331	1629	1703	2616	2732	3582	1719	883	3378	1838
MCA_RS08125	6760	2619	8577	2138	3542	4599	3757	3826	5086	5663	7882	3785	3229	9411	3876
MCA_RS08130	9673	3820	7865	2073	3824	3638	6317	4565	7149	6318	7784	6457	3699	9041	4500
MCA_RS08135	2084	764	2429	459	406	1425	1557	1512	1726	1179	2979	1342	776	3397	1387
MCA_RS08140	5558	1949	4482	721	3229	2936	3276	2229	4083	3457	4062	3278	2052	6542	2807
MCA_RS08145	7477	3021	7112	1584	3264	4090	4775	2728	5328	5485	6751	4664	3083	9275	5099
MCA_RS08150	20120	7857	18332	5870	12166	11415	15781	15448	16814	17191	22619	11724	8210	24295	10677
MCA_RS08155	4394	1412	3171	1297	1848	2786	2842	1355	3987	3369	3667	1463	2057	4385	1822
MCA_RS08160	26959	9428	22009	4711	8792	10272	15296	12270	17443	18184	24844	14221	9281	30117	14881
MCA_RS08165	11803	5174	13432	2469	3415	6720	8228	5795	9832	8454	10076	10356	7105	16962	9031
MCA_RS08170	16417	6419	17249	2970	5545	7008	10584	8845	11783	12936	15244	10887	7240	20299	10604
MCA_RS08175	1211	447	1504	213	471	1159	1552	316	1660	1371	1624	2431	946	3421	998
MCA_RS08180	23171	7789	17897	4060	7118	8460	10235	9969	15057	12292	15800	14725	7244	22784	13099
MCA_RS08185	14085	5732	14097	3527	6339	7404	9036	7544	10558	9555	10506	6018	6512	17617	10600
MCA_RS08190	1129	750	1008	200	75	393	783	390	1207	457	805	811	542	1721	1059
MCA_RS08195	8477	2288	8588	1379	2963	4145	3658	2970	7128	5025	5903	6427	3581	10562	4682
MCA_RS08200	7252	2286	5574	636	1574	3208	5829	4539	5415	4765	9123	3548	2352	8244	2834
MCA_RS08205	16124	4561	10401	1777	3879	3864	12200	11785	10100	10717	18383	7954	6216	15496	9694
MCA_RS08210	2002	1453	1821	197	355	704	2073	1939	2184	2910	4293	1512	953	3861	2451
MCA_RS08215	6271	1947	6119	793	837	1683	4811	5272	5768	5106	8851	4306	2801	9008	4171
MCA_RS08220	7249	2181	5834	1662	2732	3287	5094	3166	5234	6116	8375	4706	2597	10892	4275
MCA_RS08225	22104	8615	22678	7699	11226	17233	12299	9802	19002	16214	20032	26218	13036	33560	18273
MCA_RS08230	21235	8162	17761	4853	6753	9016	12271	10434	12352	14756	17990	15873	10105	24267	13915
MCA_RS08235	26192	10567	23551	4463	10921	14570	13672	10348	16724	16376	20734	20410	13544	30309	17821
MCA_RS08240	2933	1319	2842	696	1042	1706	3150	1678	1578	1820	3056	2034	1113	3814	2133
MCA_RS08255	112269	45907	106179	15650	27585	41755	80250	62840	93330	88754	89759	65014	53052	149156	83993
MCA_RS08260	9986	3923	8664	1788	3976	3688	5887	5537	8955	6563	11348	5059	4969	11895	5320
MCA_RS08265	16297	4486	14606	4458	8597	9233	8334	6932	14813	14174	14167	13883	7285	20487	10250
MCA_RS08270	40666	18010	39225	9683	14525	21533	31661	24139	36912	33514	47080	27368	16803	50939	27679
MCA_RS08275	18299	6682	19587	3239	8326	10722	11479	7585	17166	14419	16695	14219	8288	21359	14393
MCA_RS08280	4900	1573	4580	879	2212	2102	2818	2272	4882	3723	3897	5308	2657	5080	4555
MCA_RS08285	4413	1726	3274	818	1537	1509	1452	1589	3043	3218	3095	4283	2968	6746	2617
MCA_RS08290	9631	3185	9450	2979	8265	8918	5726	3781	8609	8848	7826	10262	7931	15780	10071
MCA_RS08295	2166	612	2074	215	680	785	1318	826	1931	847	2087	1902	1472	3386	2556
MCA_RS08300	494	252	783	0	324	376	220	294	381	280	985	447	182	923	0
MCA_RS08305	12219	4135	10387	2244	6690	5108	4005	3558	6440	8541	6916	11942	7065	16370	9280
MCA_RS16275	1057	366	728	528	756	859	632	671	1750	645	1071	817	489	2449	1076
MCA_RS08310	5420	2660	6672	1011	1591	2157	3033	1851	5513	3855	5171	5788	3002	8468	5358
MCA_RS15350	5851	2318	5120	1454	3455	2891	2157	3415	5633	4023	3798	5095	3199	8435	3635
MCA_RS08320	9716	3999	7651	1354	2620	3210	4240	3519	7459	6437	8543	6070	4078	10518	8233
MCA_RS08325	5034	1546	4672	1095	1672	2154	1981	2076	4523	3725	4650	3500	2646	6007	4517
MCA_RS08330	11825	4815	12316	3036	6866	7266	6792	5466	9233	8813	10811	10988	5961	16165	7426
MCA_RS08335	13808	5475	13558	2082	4649	5283	8317	7729	11793	10279	10666	13282	6306	16450	8932
MCA_RS08340	8048	3432	7425	1358	2970	3017	4626	3506	6601	6081	6285	4675	3766	8872	6557
MCA_RS08345	10921	3348	11891	3464	6378	7307	6938	5512	8396	9605	9317	9791	7057	17580	6734
MCA_RS08350	1644	284	1972	476	590	1221	1054	1419	1191	1975	1971	1656	1147	2761	2396
MCA_RS08355	948	256	1044	0	78	92	442	288	470	413	424	1092	296	1091	589
MCA_RS08360	1987	802	1628	241	440	653	931	579	966	1829	1996	1869	1201	2746	742
MCA_RS08365	2922	618	2766	359	325	593	2084	927	1344	1558	2762	1271	1154	2418	2976
MCA_RS16010	253	301	189	133	89	0	188	125	279	555	171	0	0	286	167
MCA_RS08380	74359	30207	64592	19541	44418	48119	49840	34936	58448	61187	50700	39989	30987	103594	51212
MCA_RS08385	19505	11516	16060	5155	9018	8466	18725	16606	15769	18844	20216	10388	8510	28156	19531
MCA_RS08390	357	217	192	179	83	100	156	308	237	102	246	61	241	206	238
MCA_RS08395	321	263	253	60	310	0	242	498	152	458	764	187	126	570	335
MCA_RS08400	838	0	706	74	497	68	260	207	516	258	1108	549	285	1111	569
MCA_RS08410	385	181	85	105	259	149	164	0	436	169	207	529	166	432	142
MCA_RS08415	8439	3306	7361	858	2066	3959	5948	3629	7157	5602	7517	6520	4513	10476	5462
MCA_RS08420	4126	2322	3587	442	1535	2020	3080	2435	3692	3589	5475	2598	1957	5906	3091
MCA_RS08425	5957	1128	5414	1104	3608	3992	3400	2806	4857	4147	6751	5345	3558	9066	5006
MCA_RS08430	8997	2727	7009	1263	2627	3363	3820	3388	4801	5195	7898	7213	3912	13299	8291
MCA_RS08435	2777	1386	3207	572	430	759	1123	1993	2216	2499	2728	3714	2288	4714	3437
MCA_RS08440	5836	2985	5317	816	3030	3292	2836	1919	6929	3838	6242	6896	3005	7941	4840
MCA_RS08445	5035	1883	5018	691	2147	2357	1831	1524	3114	3835	4010	4410	2796	6475	3468
MCA_RS08450	6885	2996	6535	1819	3121	4074	3929	3373	5182	4961	6294	6897	4851	9600	5370
MCA_RS08455	4091	2253	4578	634	2513	1302	2436	1701	2409	2955	2420	2930	2442	6604	2929
MCA_RS08460	20960	10648	21590	4099	10610	12065	13214	10908	19242	16145	19759	19139	13570	32984	22191
MCA_RS08465	4131	2285	4909	571	1744	2825	3687	2293	3306	3850	3985	2921	3286	6024	3879
MCA_RS08470	9656	3849	11308	2542	4053	6786	6877	5255	11424	8278	11127	10104	6536	16607	9261
MCA_RS08475	2344	593	1419	428	564	1352	1442	857	1959	2030	1871	2483	1209	3451	1468
MCA_RS08480	2823	625	1826	72	766	802	1135	930	2220	2102	2393	2535	1447	3806	1995
MCA_RS08485	8003	3034	8420	1785	5031	4678	5073	3068	5718	6069	5189	7495	5877	12444	5379
MCA_RS08490	2948	1122	3761	280	586	863	1751	540	2393	2166	1825	2608	1592	2955	2608
MCA_RS08495	1495	394	1508	350	819	573	631	787	1071	878	649	1369	833	1197	200
MCA_RS08500	6089	1792	5270	1150	2025	2808	2528	2097	5694	5162	4046	4179	3376	6876	3272
MCA_RS08505	6829	2313	6198	1227	4166	3419	3047	2511	5218	4906	5439	4504	3502	8799	5722
MCA_RS08510	3196	1376	2274	371	1165	973	1851	902	2296	1582	1848	932	885	3341	1143
MCA_RS08515	5283	2728	6387	1482	1187	3403	3207	2964	5483	4709	5315	6240	4361	11353	5581
MCA_RS08520	6730	2350	3707	1012	1330	2289	3735	2283	4686	5229	3987	7202	4962	9984	4512
MCA_RS08525	3468	730	2438	334	654	355	1736	1370	2060	2694	2352	1624	1723	3648	1749
MCA_RS08530	3890	1061	2250	230	422	990	1826	1154	2914	1796	3462	1940	1593	3269	2339
MCA_RS08535	7310	2722	7412	1334	4269	2953	4751	3165	7612	6461	6675	4394	2644	9834	4846
MCA_RS08540	7456	3151	7691	1334	1274	2396	4741	3914	6684	6361	7758	4708	3612	9796	5369
MCA_RS08545	14678	6665	15713	2466	8510	10005	10626	7128	12727	11785	14464	8803	5709	19279	7429
MCA_RS08550	15551	5005	14849	2208	5275	6736	9779	7986	13261	11487	13305	9790	6573	18684	8628
MCA_RS08555	247901	116828	242809	33619	41920	70965	151753	128144	199389	183794	180945	184773	145663	302107	214609
MCA_RS08560	7469	2490	6217	971	2818	1700	10372	8429	6759	6875	13878	3801	2855	8387	4534
MCA_RS08565	15728	6232	16732	3499	4339	6716	20247	17750	16034	19071	24878	11164	8000	28148	17624
MCA_RS08570	11387	4822	11383	1997	4402	5586	11723	7933	11323	12316	11598	7310	4869	19973	8882
MCA_RS08575	3631	1266	2107	281	399	2227	2238	2475	3522	3086	5351	2693	1984	4198	2183
MCA_RS08580	3013	1265	3427	914	2068	2523	2702	1855	3415	3846	3028	1194	1337	4557	731
MCA_RS08585	6613	2527	5381	1604	5050	4457	4089	3388	5283	5562	6580	5491	4196	9653	4177
MCA_RS08590	2784	1346	3217	662	1445	1530	1787	1576	3436	2343	3877	2169	1850	6154	2661
MCA_RS08595	2006	1007	1461	271	173	319	1213	803	1439	1610	1667	387	865	2361	1583
MCA_RS08600	12710	5522	11368	2278	5549	6363	9101	6063	10930	10650	11063	7659	6296	17220	9830
MCA_RS08605	9378	3234	9488	2526	6988	5589	6847	2998	7948	7884	7701	6232	4705	15155	5179
MCA_RS08610	7178	2757	8152	1020	1312	2894	7046	6676	5773	7377	11084	4797	3217	11050	7312
MCA_RS08615	2642	742	1743	66	487	0	1775	1819	1099	924	2556	743	1299	2556	1370
MCA_RS08620	2201	1228	1955	96	500	1252	935	848	1340	1731	1829	1213	1146	3353	998
MCA_RS08625	38592	13562	41618	17523	35972	36422	21171	15274	31457	28554	31302	40226	24351	59919	26369
MCA_RS08635	7182	2008	5725	1053	759	1795	5505	4331	5337	4115	7027	5391	3468	8157	4898
MCA_RS08640	11308	3985	11990	2023	7268	6333	6618	3587	10749	9972	9641	10688	8356	16772	7297
MCA_RS08645	6067	1667	5771	597	1105	940	2772	2333	4501	3707	4231	3252	3777	6618	4351
MCA_RS08650	4572	1035	3378	1067	1706	3038	1627	655	2652	2659	2394	3345	2454	4775	3153
MCA_RS08655	10728	5845	12175	2796	7561	10543	7548	4594	12118	9175	9926	12657	7967	17924	11608
MCA_RS08660	1961	1828	1800	587	1855	1938	1574	1443	1389	1442	1937	1742	1444	3378	1356
MCA_RS08665	7230	1465	4887	935	3938	2930	3075	1210	3680	3596	5844	2853	3047	6978	4177
MCA_RS08670	10419	2921	8260	2563	6993	8516	5484	3947	7090	7164	8702	7805	5431	13493	7318
MCA_RS08675	4454	1455	4179	1020	2239	1991	4060	3073	4112	4403	4885	2926	2804	6552	2992
MCA_RS08680	2143	377	2505	1037	1566	1478	1918	1458	2097	2055	2397	954	1717	4241	1205
MCA_RS08685	580	554	410	74	476	647	461	233	1231	579	921	805	332	1414	538
MCA_RS08690	2409	292	2474	403	1028	1951	1622	1545	2595	2032	1189	1551	1525	2850	1865
MCA_RS08695	3529	1188	4200	733	1214	2934	1985	2050	1976	2473	1947	2432	2274	5681	2603
MCA_RS08700	6359	1592	5222	1292	2315	2938	3957	3262	4212	3589	5010	4706	2847	6432	3180
MCA_RS08705	3397	584	2161	421	819	1109	1113	711	1118	1170	1965	2546	644	2766	2312
MCA_RS08710	745	242	447	113	487	414	531	479	829	593	697	476	561	571	852
MCA_RS08715	1329	773	756	105	305	665	682	698	1412	1794	1857	982	507	2225	1224
MCA_RS08720	3149	613	3015	689	1340	1337	1006	1007	1984	2740	2267	2820	1883	5377	2901
MCA_RS08725	10575	2863	10561	1207	4688	7709	4816	4362	9036	7435	8892	9678	7200	13233	6174
MCA_RS08730	30002	9780	26533	5510	12235	14924	22480	17382	23532	22178	30441	18642	13688	41304	21690
MCA_RS08735	339	0	137	0	179	0	303	281	445	362	449	533	407	788	207
MCA_RS08740	5473	2707	8153	938	2929	2717	4615	3462	5353	5600	8520	6708	3753	9892	7130
MCA_RS08745	5200	1735	5622	1075	2589	2895	2408	2929	4015	4270	5027	4274	2332	6835	3800
MCA_RS08750	5329	1873	6709	1538	4494	3139	2471	2050	3574	3868	3757	3568	3304	6177	2966
MCA_RS08755	6149	3181	5934	2061	2694	2992	3578	4027	4893	4749	4862	4263	3188	7754	4237
